"probe_id","gene_symbol","gene_name","gene_id"
"ILMN_1808102","","",""
"ILMN_1808107","MMP23B","matrix metallopeptidase 23B","8510"
"ILMN_1808110","TCEB3","transcription elongation factor B subunit 3","6924"
"ILMN_1808114","LYVE1","lymphatic vessel endothelial hyaluronan receptor 1","10894"
"ILMN_1808115","ATP7A","ATPase copper transporting alpha","538"
"ILMN_1808117","C1QL4","complement C1q like 4","338761"
"ILMN_1808122","","",""
"ILMN_1808132","FAS","Fas cell surface death receptor","355"
"ILMN_1808148","SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1","23347"
"ILMN_1808149","","",""
"ILMN_1808157","RUNDC3B","RUN domain containing 3B","154661"
"ILMN_1808163","C11orf24","chromosome 11 open reading frame 24","53838"
"ILMN_1808171","ZNF658","zinc finger protein 658","26149"
"ILMN_1808185","","",""
"ILMN_1808196","GSTO1","glutathione S-transferase omega 1","9446"
"ILMN_1808202","R3HDM4","R3H domain containing 4","91300"
"ILMN_1808215","RGS8","regulator of G-protein signaling 8","85397"
"ILMN_1808217","PPP1R1C","protein phosphatase 1 regulatory inhibitor subunit 1C","151242"
"ILMN_1808219","HEATR3","HEAT repeat containing 3","55027"
"ILMN_1808220","LCE3E","late cornified envelope 3E","353145"
"ILMN_1808226","RGS16","regulator of G-protein signaling 16","6004"
"ILMN_1808238","RBPMS2","RNA binding protein with multiple splicing 2","348093"
"ILMN_1808245","SBSPON","somatomedin B and thrombospondin type 1 domain containing","157869"
"ILMN_1808249","MS4A8","membrane spanning 4-domains A8","83661"
"ILMN_1808251","","",""
"ILMN_1808262","OR8K3","olfactory receptor family 8 subfamily K member 3 (gene/pseudogene)","219473"
"ILMN_1808272","KCNJ10","potassium voltage-gated channel subfamily J member 10","3766"
"ILMN_1808295","MIEF2","mitochondrial elongation factor 2","125170"
"ILMN_1808299","IQSEC1","IQ motif and Sec7 domain 1","9922"
"ILMN_1808305","RTCA","RNA 3'-terminal phosphate cyclase","8634"
"ILMN_1808307","","",""
"ILMN_1808322","","",""
"ILMN_1808333","PPP1R7","protein phosphatase 1 regulatory subunit 7","5510"
"ILMN_1808354","SLC4A7","solute carrier family 4 member 7","9497"
"ILMN_1808356","FAM3A","family with sequence similarity 3 member A","60343"
"ILMN_1808368","PRKACG","protein kinase cAMP-activated catalytic subunit gamma","5568"
"ILMN_1808374","SNTB2","syntrophin beta 2","6645"
"ILMN_1808379","PLCD4","phospholipase C delta 4","84812"
"ILMN_1808383","ARL11","ADP ribosylation factor like GTPase 11","115761"
"ILMN_1808388","FOXI2","forkhead box I2","399823"
"ILMN_1808395","ACAP1","ArfGAP with coiled-coil, ankyrin repeat and PH domains 1","9744"
"ILMN_1808404","RHBDF1","rhomboid 5 homolog 1","64285"
"ILMN_1808405","","",""
"ILMN_1808418","MAGEB4","MAGE family member B4","4115"
"ILMN_1808443","LIPM","lipase family member M","340654"
"ILMN_1808462","","",""
"ILMN_1808463","SPANXN4","SPANX family member N4","441525"
"ILMN_1808485","","",""
"ILMN_1808487","PLA2G12B","phospholipase A2 group XIIB","84647"
"ILMN_1808494","ITIH2","inter-alpha-trypsin inhibitor heavy chain 2","3698"
"ILMN_1808499","","",""
"ILMN_1808500","CEP68","centrosomal protein 68","23177"
"ILMN_1808501","SH3KBP1","SH3 domain containing kinase binding protein 1","30011"
"ILMN_1808512","TPSD1","tryptase delta 1","23430"
"ILMN_1808537","LRRC66","leucine rich repeat containing 66","339977"
"ILMN_1808548","PSEN1","presenilin 1","5663"
"ILMN_1808566","MFSD13A","major facilitator superfamily domain containing 13A","79847"
"ILMN_1808568","PYCR2","pyrroline-5-carboxylate reductase family member 2","29920"
"ILMN_1808583","","",""
"ILMN_1808584","COX20","COX20, cytochrome c oxidase assembly factor","116228"
"ILMN_1808587","ZFHX3","zinc finger homeobox 3","463"
"ILMN_1808590","GUCY1A3","guanylate cyclase 1 soluble subunit alpha","2982"
"ILMN_1808591","","",""
"ILMN_1808597","APLF","aprataxin and PNKP like factor","200558"
"ILMN_1808602","","",""
"ILMN_1808625","C17orf51","chromosome 17 open reading frame 51","339263"
"ILMN_1808629","","",""
"ILMN_1808633","C20orf96","chromosome 20 open reading frame 96","140680"
"ILMN_1808634","DRAM2","DNA damage regulated autophagy modulator 2","128338"
"ILMN_1808649","","",""
"ILMN_1808657","FMO3","flavin containing monooxygenase 3","2328"
"ILMN_1808661","TOMM5","translocase of outer mitochondrial membrane 5","401505"
"ILMN_1808674","CPN1","carboxypeptidase N subunit 1","1369"
"ILMN_1808681","COL28A1","collagen type XXVIII alpha 1 chain","340267"
"ILMN_1808683","OR4A16","olfactory receptor family 4 subfamily A member 16","81327"
"ILMN_1808687","","",""
"ILMN_1808695","","",""
"ILMN_1808707","FSCN1","fascin actin-bundling protein 1","6624"
"ILMN_1808712","RNF40","ring finger protein 40","9810"
"ILMN_1808713","HSD17B2","hydroxysteroid 17-beta dehydrogenase 2","3294"
"ILMN_1808715","","",""
"ILMN_1808721","","",""
"ILMN_1808727","","",""
"ILMN_1808731","LBX2","ladybird homeobox 2","85474"
"ILMN_1808747","","",""
"ILMN_1808754","","",""
"ILMN_1808759","","",""
"ILMN_1808765","ZNF25","zinc finger protein 25","219749"
"ILMN_1808768","ROCK1","Rho associated coiled-coil containing protein kinase 1","6093"
"ILMN_1808769","","",""
"ILMN_1808777","EHD2","EH domain containing 2","30846"
"ILMN_1808783","STRBP","spermatid perinuclear RNA binding protein","55342"
"ILMN_1808789","MYO5C","myosin VC","55930"
"ILMN_1808792","ALKBH6","alkB homolog 6","84964"
"ILMN_1808793","","",""
"ILMN_1808795","NAALADL2","N-acetylated alpha-linked acidic dipeptidase-like 2","254827"
"ILMN_1808797","ADCY10","adenylate cyclase 10, soluble","55811"
"ILMN_1808800","","",""
"ILMN_1808811","SBNO2","strawberry notch homolog 2","22904"
"ILMN_1808821","COMMD9","COMM domain containing 9","29099"
"ILMN_1808824","NEBL","nebulette","10529"
"ILMN_1808825","OR51F1","olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)","256892"
"ILMN_1808846","TBKBP1","TBK1 binding protein 1","9755"
"ILMN_1808850","DAB2IP","DAB2 interacting protein","153090"
"ILMN_1808861","","",""
"ILMN_1808864","","",""
"ILMN_1808873","","",""
"ILMN_1808898","NPR2","natriuretic peptide receptor 2","4882"
"ILMN_1808903","CNIH2","cornichon family AMPA receptor auxiliary protein 2","254263"
"ILMN_1808905","AKAP3","A-kinase anchoring protein 3","10566"
"ILMN_1808907","HIST1H2BN","histone cluster 1, H2bn","8341"
"ILMN_1808913","CSNK1E","casein kinase 1 epsilon","1454"
"ILMN_1808914","MAJIN","membrane anchored junction protein","283129"
"ILMN_1808923","TSPY8","testis specific protein, Y-linked 8","728403"
"ILMN_1808939","RPS6","ribosomal protein S6","6194"
"ILMN_1808956","TMEM266","transmembrane protein 266","123591"
"ILMN_1808970","MORC1","MORC family CW-type zinc finger 1","27136"
"ILMN_1808979","CLEC4D","C-type lectin domain family 4 member D","338339"
"ILMN_1808984","CT55","cancer/testis antigen 55","54967"
"ILMN_1808991","","",""
"ILMN_1808999","ARHGEF19","Rho guanine nucleotide exchange factor 19","128272"
"ILMN_1809003","CBR1","carbonyl reductase 1","873"
"ILMN_1809010","PSMC3","proteasome 26S subunit, ATPase 3","5702"
"ILMN_1809012","","",""
"ILMN_1809027","ATP5SL","ATP5S like","55101"
"ILMN_1809034","GATC","glutamyl-tRNA amidotransferase subunit C","283459"
"ILMN_1809040","LDLRAP1","low density lipoprotein receptor adaptor protein 1","26119"
"ILMN_1809054","THAP9","THAP domain containing 9","79725"
"ILMN_1809064","","",""
"ILMN_1809077","RFPL4B","ret finger protein like 4B","442247"
"ILMN_1809086","XRN1","5'-3' exoribonuclease 1","54464"
"ILMN_1809094","","",""
"ILMN_1809095","TCERG1L","transcription elongation regulator 1 like","256536"
"ILMN_1809098","TAS2R1","taste 2 receptor member 1","50834"
"ILMN_1809101","STEAP2","STEAP2 metalloreductase","261729"
"ILMN_1809141","ING4","inhibitor of growth family member 4","51147"
"ILMN_1809145","TRIOBP","TRIO and F-actin binding protein","11078"
"ILMN_1809146","","",""
"ILMN_1809147","FAM118A","family with sequence similarity 118 member A","55007"
"ILMN_1809148","OR6C74","olfactory receptor family 6 subfamily C member 74","254783"
"ILMN_1809167","","",""
"ILMN_1809173","","",""
"ILMN_1809199","","",""
"ILMN_1809212","HPR","haptoglobin-related protein","3250"
"ILMN_1809245","PITPNB","phosphatidylinositol transfer protein beta","23760"
"ILMN_1809259","HRASLS2","HRAS like suppressor 2","54979"
"ILMN_1809267","CLCC1","chloride channel CLIC like 1","23155"
"ILMN_1809272","MGAT4B","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B","11282"
"ILMN_1809285","DCP1A","decapping mRNA 1A","55802"
"ILMN_1809291","TSPAN7","tetraspanin 7","7102"
"ILMN_1809292","IMMP2L","inner mitochondrial membrane peptidase subunit 2","83943"
"ILMN_1809294","","",""
"ILMN_1809297","","",""
"ILMN_1809303","","",""
"ILMN_1809304","PRAMEF12","PRAME family member 12","390999"
"ILMN_1809307","DNAJB7","DnaJ heat shock protein family (Hsp40) member B7","150353"
"ILMN_1809311","APOF","apolipoprotein F","319"
"ILMN_1809323","TMEM246","transmembrane protein 246","84302"
"ILMN_1809342","CC2D2B","coiled-coil and C2 domain containing 2B","387707"
"ILMN_1809344","BTBD10","BTB domain containing 10","84280"
"ILMN_1809347","","",""
"ILMN_1809352","PRL","prolactin","5617"
"ILMN_1809364","NTF3","neurotrophin 3","4908"
"ILMN_1809384","CYP4F12","cytochrome P450 family 4 subfamily F member 12","66002"
"ILMN_1809385","MPPED1","metallophosphoesterase domain containing 1","758"
"ILMN_1809404","","",""
"ILMN_1809417","LRFN4","leucine rich repeat and fibronectin type III domain containing 4","78999"
"ILMN_1809433","XBP1","X-box binding protein 1","7494"
"ILMN_1809435","MSGN1","mesogenin 1","343930"
"ILMN_1809448","LINC00303","long intergenic non-protein coding RNA 303","284573"
"ILMN_1809451","","",""
"ILMN_1809465","","",""
"ILMN_1809467","VAMP5","vesicle associated membrane protein 5","10791"
"ILMN_1809477","CARHSP1","calcium regulated heat stable protein 1","23589"
"ILMN_1809478","SSBP1","single stranded DNA binding protein 1","6742"
"ILMN_1809483","HSD17B14","hydroxysteroid 17-beta dehydrogenase 14","51171"
"ILMN_1809484","TMOD3","tropomodulin 3","29766"
"ILMN_1809488","SPCS2","signal peptidase complex subunit 2","9789"
"ILMN_1809491","CCDC144NL","coiled-coil domain containing 144 family, N-terminal like","339184"
"ILMN_1809495","COX8A","cytochrome c oxidase subunit 8A","1351"
"ILMN_1809496","COPG2","coatomer protein complex subunit gamma 2","26958"
"ILMN_1809513","","",""
"ILMN_1809516","EIF3IP1","eukaryotic translation initiation factor 3 subunit I pseudogene 1","442720"
"ILMN_1809520","OR10A4","olfactory receptor family 10 subfamily A member 4","283297"
"ILMN_1809522","NACC2","NACC family member 2","138151"
"ILMN_1809537","MASP1","mannan binding lectin serine peptidase 1","5648"
"ILMN_1809550","","",""
"ILMN_1809552","TCEAL1","transcription elongation factor A like 1","9338"
"ILMN_1809562","","",""
"ILMN_1809566","ZSCAN16","zinc finger and SCAN domain containing 16","80345"
"ILMN_1809577","GTF2IRD2","GTF2I repeat domain containing 2","84163"
"ILMN_1809582","VPS13C","vacuolar protein sorting 13 homolog C","54832"
"ILMN_1809583","CREBBP","CREB binding protein","1387"
"ILMN_1809590","GINS2","GINS complex subunit 2","51659"
"ILMN_1809597","C12orf40","chromosome 12 open reading frame 40","283461"
"ILMN_1809601","WFIKKN1","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 1","117166"
"ILMN_1809607","PPIF","peptidylprolyl isomerase F","10105"
"ILMN_1809612","SSMEM1","serine rich single-pass membrane protein 1","136263"
"ILMN_1809613","NGEF","neuronal guanine nucleotide exchange factor","25791"
"ILMN_1809623","","",""
"ILMN_1809639","TMEM26","transmembrane protein 26","219623"
"ILMN_1809662","MZT1","mitotic spindle organizing protein 1","440145"
"ILMN_1809676","CACNG6","calcium voltage-gated channel auxiliary subunit gamma 6","59285"
"ILMN_1809708","KCTD21","potassium channel tetramerization domain containing 21","283219"
"ILMN_1809760","KLHL1","kelch like family member 1","57626"
"ILMN_1809767","MROH8","maestro heat like repeat family member 8","140699"
"ILMN_1809783","FAM25A","family with sequence similarity 25 member A","643161"
"ILMN_1809813","PGF","placental growth factor","5228"
"ILMN_1809817","CDHR3","cadherin related family member 3","222256"
"ILMN_1809820","","",""
"ILMN_1809842","TNNC1","troponin C1, slow skeletal and cardiac type","7134"
"ILMN_1809850","RCN3","reticulocalbin 3","57333"
"ILMN_1809859","PCGF2","polycomb group ring finger 2","7703"
"ILMN_1809870","","",""
"ILMN_1809879","","",""
"ILMN_1809883","CCDC134","coiled-coil domain containing 134","79879"
"ILMN_1809892","","",""
"ILMN_1809894","TMEM117","transmembrane protein 117","84216"
"ILMN_1809905","LYPD4","LY6/PLAUR domain containing 4","147719"
"ILMN_1809928","COL6A2","collagen type VI alpha 2 chain","1292"
"ILMN_1809931","NDRG1","N-myc downstream regulated 1","10397"
"ILMN_1809944","TRMT12","tRNA methyltransferase 12 homolog","55039"
"ILMN_1809947","TMEM155","transmembrane protein 155","132332"
"ILMN_1809956","","",""
"ILMN_1809957","AP2S1","adaptor related protein complex 2 sigma 1 subunit","1175"
"ILMN_1809963","RSAD1","radical S-adenosyl methionine domain containing 1","55316"
"ILMN_1809964","OR10J1","olfactory receptor family 10 subfamily J member 1","26476"
"ILMN_1809971","","",""
"ILMN_1809972","CADPS","calcium dependent secretion activator","8618"
"ILMN_1809998","","",""
"ILMN_1810000","RDH16","retinol dehydrogenase 16 (all-trans)","8608"
"ILMN_1810020","OR10G4","olfactory receptor family 10 subfamily G member 4","390264"
"ILMN_1810025","SLC39A2","solute carrier family 39 member 2","29986"
"ILMN_1810037","RUSC2","RUN and SH3 domain containing 2","9853"
"ILMN_1810053","SLC16A7","solute carrier family 16 member 7","9194"
"ILMN_1810054","CNN1","calponin 1","1264"
"ILMN_1810055","FAM234A","family with sequence similarity 234 member A","83986"
"ILMN_1810058","RABL2B","RAB, member of RAS oncogene family-like 2B","11158"
"ILMN_1810066","","",""
"ILMN_1810069","CCNYL1","cyclin Y like 1","151195"
"ILMN_1810082","","",""
"ILMN_1810085","ABCF3","ATP binding cassette subfamily F member 3","55324"
"ILMN_1810092","","",""
"ILMN_1810100","PBX3","PBX homeobox 3","5090"
"ILMN_1810104","","",""
"ILMN_1810107","C17orf74","chromosome 17 open reading frame 74","201243"
"ILMN_1810116","INPP5B","inositol polyphosphate-5-phosphatase B","3633"
"ILMN_1810131","AMER2","APC membrane recruitment protein 2","219287"
"ILMN_1810147","ZNF524","zinc finger protein 524","147807"
"ILMN_1810159","LVRN","laeverin","206338"
"ILMN_1810166","","",""
"ILMN_1810172","SFRP4","secreted frizzled related protein 4","6424"
"ILMN_1810181","PCGF6","polycomb group ring finger 6","84108"
"ILMN_1810185","","",""
"ILMN_1810191","PLA2G4C","phospholipase A2 group IVC","8605"
"ILMN_1810199","ASRGL1","asparaginase like 1","80150"
"ILMN_1810205","","",""
"ILMN_1810210","DACH2","dachshund family transcription factor 2","117154"
"ILMN_1810214","JUND","JunD proto-oncogene, AP-1 transcription factor subunit","3727"
"ILMN_1810227","TUB","tubby bipartite transcription factor","7275"
"ILMN_1810228","TTF2","transcription termination factor 2","8458"
"ILMN_1810229","ARID4A","AT-rich interaction domain 4A","5926"
"ILMN_1810233","UGT2B11","UDP glucuronosyltransferase family 2 member B11","10720"
"ILMN_1810235","","",""
"ILMN_1810239","BMF","Bcl2 modifying factor","90427"
"ILMN_1810252","","",""
"ILMN_1810267","DNHD1","dynein heavy chain domain 1","144132"
"ILMN_1810274","HOXB2","homeobox B2","3212"
"ILMN_1810275","","",""
"ILMN_1810283","FGF12","fibroblast growth factor 12","2257"
"ILMN_1810289","MYOF","myoferlin","26509"
"ILMN_1810319","TTTY7","testis-specific transcript, Y-linked 7 (non-protein coding)","246122"
"ILMN_1810321","LELP1","late cornified envelope like proline rich 1","149018"
"ILMN_1810330","","",""
"ILMN_1810334","COMMD7","COMM domain containing 7","149951"
"ILMN_1810335","DGKB","diacylglycerol kinase beta","1607"
"ILMN_1810345","","",""
"ILMN_1810346","SLC4A3","solute carrier family 4 member 3","6508"
"ILMN_1810376","C11orf87","chromosome 11 open reading frame 87","399947"
"ILMN_1810385","","",""
"ILMN_1810387","PLAA","phospholipase A2 activating protein","9373"
"ILMN_1810392","ZNHIT2","zinc finger HIT-type containing 2","741"
"ILMN_1810400","","",""
"ILMN_1810420","DYSF","dysferlin","8291"
"ILMN_1810423","RPP40","ribonuclease P/MRP subunit p40","10799"
"ILMN_1810424","HRH4","histamine receptor H4","59340"
"ILMN_1810431","","",""
"ILMN_1810433","","",""
"ILMN_1810436","DNAJC27","DnaJ heat shock protein family (Hsp40) member C27","51277"
"ILMN_1810441","TRIM3","tripartite motif containing 3","10612"
"ILMN_1810457","","",""
"ILMN_1810462","","",""
"ILMN_1810467","PPP2R1A","protein phosphatase 2 scaffold subunit Aalpha","5518"
"ILMN_1810486","RAB34","RAB34, member RAS oncogene family","83871"
"ILMN_1810488","NFYC","nuclear transcription factor Y subunit gamma","4802"
"ILMN_1810514","SLC25A44","solute carrier family 25 member 44","9673"
"ILMN_1810528","","",""
"ILMN_1810531","DRG2","developmentally regulated GTP binding protein 2","1819"
"ILMN_1810532","CAV3","caveolin 3","859"
"ILMN_1810550","BAIAP3","BAI1 associated protein 3","8938"
"ILMN_1810554","PDPK1","3-phosphoinositide dependent protein kinase 1","5170"
"ILMN_1810559","RHOQ","ras homolog family member Q","23433"
"ILMN_1810560","NUPR1","nuclear protein 1, transcriptional regulator","26471"
"ILMN_1810567","","",""
"ILMN_1810577","RPS4X","ribosomal protein S4, X-linked","6191"
"ILMN_1810584","IL1R1","interleukin 1 receptor type 1","3554"
"ILMN_1810590","TCEB3C","transcription elongation factor B subunit 3C","162699"
"ILMN_1810591","PUS10","pseudouridylate synthase 10","150962"
"ILMN_1810593","LRRC7","leucine rich repeat containing 7","57554"
"ILMN_1810604","ELMOD1","ELMO domain containing 1","55531"
"ILMN_1810608","PNPT1","polyribonucleotide nucleotidyltransferase 1","87178"
"ILMN_1810628","PRUNE2","prune homolog 2","158471"
"ILMN_1810639","","",""
"ILMN_1810651","F9","coagulation factor IX","2158"
"ILMN_1810652","LMBRD2","LMBR1 domain containing 2","92255"
"ILMN_1810678","ZNF487","zinc finger protein 487","642819"
"ILMN_1810684","TINAG","tubulointerstitial nephritis antigen","27283"
"ILMN_1810689","","",""
"ILMN_1810691","ADCY2","adenylate cyclase 2","108"
"ILMN_1810696","TMEM88B","transmembrane protein 88B","643965"
"ILMN_1810712","ARHGEF12","Rho guanine nucleotide exchange factor 12","23365"
"ILMN_1810716","GFRA3","GDNF family receptor alpha 3","2676"
"ILMN_1810725","FAM129A","family with sequence similarity 129 member A","116496"
"ILMN_1810729","UBL3","ubiquitin like 3","5412"
"ILMN_1810752","C4BPA","complement component 4 binding protein alpha","722"
"ILMN_1810762","SNORD42B","small nucleolar RNA, C/D box 42B","26808"
"ILMN_1810780","","",""
"ILMN_1810785","RNF11","ring finger protein 11","26994"
"ILMN_1810797","WASF3","WAS protein family member 3","10810"
"ILMN_1810803","","",""
"ILMN_1810805","HEATR5B","HEAT repeat containing 5B","54497"
"ILMN_1810826","NAA35","N(alpha)-acetyltransferase 35, NatC auxiliary subunit","60560"
"ILMN_1810832","ZNF343","zinc finger protein 343","79175"
"ILMN_1810835","SPRR3","small proline rich protein 3","6707"
"ILMN_1810836","PDE5A","phosphodiesterase 5A","8654"
"ILMN_1810838","MTDH","metadherin","92140"
"ILMN_1810844","RARRES2","retinoic acid receptor responder 2","5919"
"ILMN_1810848","VTI1A","vesicle transport through interaction with t-SNAREs 1A","143187"
"ILMN_1810852","LAMC1","laminin subunit gamma 1","3915"
"ILMN_1810855","GDPGP1","GDP-D-glucose phosphorylase 1","390637"
"ILMN_1810856","HDAC5","histone deacetylase 5","10014"
"ILMN_1810857","S100A5","S100 calcium binding protein A5","6276"
"ILMN_1810864","PMP22","peripheral myelin protein 22","5376"
"ILMN_1810880","","",""
"ILMN_1810881","ASB16","ankyrin repeat and SOCS box containing 16","92591"
"ILMN_1810891","ZNF629","zinc finger protein 629","23361"
"ILMN_1810899","","",""
"ILMN_1810900","","",""
"ILMN_1810901","RNASEH2A","ribonuclease H2 subunit A","10535"
"ILMN_1810915","FAAH","fatty acid amide hydrolase","2166"
"ILMN_1810922","PCNT","pericentrin","5116"
"ILMN_1810930","C6orf223","chromosome 6 open reading frame 223","221416"
"ILMN_1810937","MPZ","myelin protein zero","4359"
"ILMN_1810941","COMT","catechol-O-methyltransferase","1312"
"ILMN_1810942","CYP3A5","cytochrome P450 family 3 subfamily A member 5","1577"
"ILMN_1810945","","",""
"ILMN_1810953","","",""
"ILMN_1810956","","",""
"ILMN_1810962","PTPRK","protein tyrosine phosphatase, receptor type K","5796"
"ILMN_1810978","MUCL1","mucin like 1","118430"
"ILMN_1810992","CAD","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase","790"
"ILMN_1810996","COL24A1","collagen type XXIV alpha 1 chain","255631"
"ILMN_1811006","E2F8","E2F transcription factor 8","79733"
"ILMN_1811014","PGR","progesterone receptor","5241"
"ILMN_1811022","HMX1","H6 family homeobox 1","3166"
"ILMN_1811029","TLK1","tousled like kinase 1","9874"
"ILMN_1811030","","",""
"ILMN_1811034","","",""
"ILMN_1811039","GPR151","G protein-coupled receptor 151","134391"
"ILMN_1811048","GPR107","G protein-coupled receptor 107","57720"
"ILMN_1811049","POU2AF1","POU class 2 associating factor 1","5450"
"ILMN_1811050","CCDC88A","coiled-coil domain containing 88A","55704"
"ILMN_1811063","","",""
"ILMN_1811064","MTMR10","myotubularin related protein 10","54893"
"ILMN_1811068","CABYR","calcium binding tyrosine phosphorylation regulated","26256"
"ILMN_1811082","C11orf1","chromosome 11 open reading frame 1","64776"
"ILMN_1811098","ZNF645","zinc finger protein 645","158506"
"ILMN_1811103","PCDHGB5","protocadherin gamma subfamily B, 5","56101"
"ILMN_1811110","TDRD9","tudor domain containing 9","122402"
"ILMN_1811114","SDS","serine dehydratase","10993"
"ILMN_1811117","","",""
"ILMN_1811121","FAM199X","family with sequence similarity 199, X-linked","139231"
"ILMN_1811133","","",""
"ILMN_1811167","CCDC27","coiled-coil domain containing 27","148870"
"ILMN_1811171","GPR132","G protein-coupled receptor 132","29933"
"ILMN_1811177","","",""
"ILMN_1811178","SCAPER","S-phase cyclin A associated protein in the ER","49855"
"ILMN_1811193","","",""
"ILMN_1811195","ZNF211","zinc finger protein 211","10520"
"ILMN_1811221","SLC5A8","solute carrier family 5 member 8","160728"
"ILMN_1811222","","",""
"ILMN_1811227","","",""
"ILMN_1811234","ROS1","ROS proto-oncogene 1, receptor tyrosine kinase","6098"
"ILMN_1811238","ALPK2","alpha kinase 2","115701"
"ILMN_1811239","ANKFN1","ankyrin repeat and fibronectin type III domain containing 1","162282"
"ILMN_1811258","RELB","RELB proto-oncogene, NF-kB subunit","5971"
"ILMN_1811264","C15orf57","chromosome 15 open reading frame 57","90416"
"ILMN_1811272","HCAR1","hydroxycarboxylic acid receptor 1","27198"
"ILMN_1811277","TRIM13","tripartite motif containing 13","10206"
"ILMN_1811278","RNF186","ring finger protein 186","54546"
"ILMN_1811286","","",""
"ILMN_1811301","INPP5E","inositol polyphosphate-5-phosphatase E","56623"
"ILMN_1811313","SLIT3","slit guidance ligand 3","6586"
"ILMN_1811316","PANX3","pannexin 3","116337"
"ILMN_1811330","FAM134B","family with sequence similarity 134 member B","54463"
"ILMN_1811335","","",""
"ILMN_1811346","","",""
"ILMN_1811347","LDB1","LIM domain binding 1","8861"
"ILMN_1811362","","",""
"ILMN_1811373","FAM20B","family with sequence similarity 20 member B","9917"
"ILMN_1811378","GTPBP1","GTP binding protein 1","9567"
"ILMN_1811380","KCNA10","potassium voltage-gated channel subfamily A member 10","3744"
"ILMN_1811387","TFF3","trefoil factor 3","7033"
"ILMN_1811392","ARHGAP45","Rho GTPase activating protein 45","23526"
"ILMN_1811397","","",""
"ILMN_1811405","CRMP1","collapsin response mediator protein 1","1400"
"ILMN_1811410","RHAG","Rh-associated glycoprotein","6005"
"ILMN_1811437","MYRF","myelin regulatory factor","745"
"ILMN_1811443","AVP","arginine vasopressin","551"
"ILMN_1811450","FAM151B","family with sequence similarity 151 member B","167555"
"ILMN_1811453","","",""
"ILMN_1811468","IRX3","iroquois homeobox 3","79191"
"ILMN_1811470","PLEK2","pleckstrin 2","26499"
"ILMN_1811472","KIF23","kinesin family member 23","9493"
"ILMN_1811480","ADPRHL2","ADP-ribosylhydrolase like 2","54936"
"ILMN_1811489","OXSR1","oxidative stress responsive 1","9943"
"ILMN_1811515","DLG3","discs large MAGUK scaffold protein 3","1741"
"ILMN_1811535","AJUBA","ajuba LIM protein","84962"
"ILMN_1811539","","",""
"ILMN_1811551","DERA","deoxyribose-phosphate aldolase","51071"
"ILMN_1811555","SWI5","SWI5 homologous recombination repair protein","375757"
"ILMN_1811572","TAS2R46","taste 2 receptor member 46","259292"
"ILMN_1811574","MAPK8IP3","mitogen-activated protein kinase 8 interacting protein 3","23162"
"ILMN_1811579","HOMER3","homer scaffolding protein 3","9454"
"ILMN_1811592","ARHGAP21","Rho GTPase activating protein 21","57584"
"ILMN_1811593","NIPAL1","NIPA like domain containing 1","152519"
"ILMN_1811597","PCYT1B","phosphate cytidylyltransferase 1, choline, beta","9468"
"ILMN_1811598","ADH1B","alcohol dehydrogenase 1B (class I), beta polypeptide","125"
"ILMN_1811599","OR52B6","olfactory receptor family 52 subfamily B member 6","340980"
"ILMN_1811608","BIN3-IT1","BIN3 intronic transcript 1","80094"
"ILMN_1811615","COPA","coatomer protein complex subunit alpha","1314"
"ILMN_1811616","EEPD1","endonuclease/exonuclease/phosphatase family domain containing 1","80820"
"ILMN_1811632","FMO5","flavin containing monooxygenase 5","2330"
"ILMN_1811636","IFT57","intraflagellar transport 57","55081"
"ILMN_1811648","DCAKD","dephospho-CoA kinase domain containing","79877"
"ILMN_1811650","DUS2","dihydrouridine synthase 2","54920"
"ILMN_1811678","MTNR1B","melatonin receptor 1B","4544"
"ILMN_1811682","CLIP2","CAP-Gly domain containing linker protein 2","7461"
"ILMN_1811692","FTSJ3","FtsJ homolog 3","117246"
"ILMN_1811696","FDXR","ferredoxin reductase","2232"
"ILMN_1811699","","",""
"ILMN_1811714","","",""
"ILMN_1811719","MYO7A","myosin VIIA","4647"
"ILMN_1811729","CBLC","Cbl proto-oncogene C","23624"
"ILMN_1811735","C8orf22","chromosome 8 open reading frame 22","492307"
"ILMN_1811736","ENTHD1","ENTH domain containing 1","150350"
"ILMN_1811754","NDUFB10","NADH:ubiquinone oxidoreductase subunit B10","4716"
"ILMN_1811755","ZKSCAN8","zinc finger with KRAB and SCAN domains 8","7745"
"ILMN_1811758","CNP","2',3'-cyclic nucleotide 3' phosphodiesterase","1267"
"ILMN_1811765","ADAMTS2","ADAM metallopeptidase with thrombospondin type 1 motif 2","9509"
"ILMN_1811767","INHBE","inhibin beta E subunit","83729"
"ILMN_1811775","CCDC124","coiled-coil domain containing 124","115098"
"ILMN_1811779","","",""
"ILMN_1811786","CCDC102B","coiled-coil domain containing 102B","79839"
"ILMN_1811787","RNF139","ring finger protein 139","11236"
"ILMN_1811790","FOXS1","forkhead box S1","2307"
"ILMN_1811799","TAS2R10","taste 2 receptor member 10","50839"
"ILMN_1811814","","",""
